,Agent_Age,Agent_Rating,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category
851,38,4.8,2022-03-30,10.75,10.833333333333334,4,3,0,0,85,4
852,28,4.8,2022-02-15,8.583333333333334,8.666666666666666,1,2,0,0,16,3
853,20,4.9,2022-03-09,20.166666666666668,20.25,3,2,1,0,27,13
854,23,4.7,2022-02-18,21.5,21.75,0,3,0,0,165,13
855,23,5.0,2022-03-16,18.5,18.583333333333332,5,2,1,3,150,10
856,25,4.7,2022-03-29,18.333333333333332,18.416666666666668,2,3,1,3,140,1
857,39,4.9,2022-03-27,17.75,17.916666666666668,2,2,0,0,195,6
858,25,4.7,2022-02-13,0.0,0.16666666666666666,4,3,0,0,95,4
859,28,4.5,2022-03-12,21.333333333333332,21.583333333333332,5,1,0,0,115,5
860,25,4.6,2022-02-16,22.166666666666668,22.25,5,3,0,0,85,5
861,38,4.8,2022-03-05,10.416666666666666,10.5,0,2,1,0,140,11
862,29,4.6,2022-02-16,23.416666666666668,23.666666666666668,0,3,0,3,95,15
863,38,4.7,2022-04-05,17.833333333333332,18.0,4,2,0,0,80,13
864,23,4.6,2022-03-17,21.416666666666668,21.583333333333332,3,0,0,0,95,5
865,28,4.1,2022-03-18,19.833333333333332,19.916666666666668,1,1,0,0,220,15
866,20,4.7,2022-03-18,22.333333333333332,22.5,0,2,1,0,100,6
867,27,4.2,2022-04-02,21.0,21.25,0,1,0,0,195,11
868,33,4.9,2022-03-15,8.25,8.5,5,2,1,3,70,14
870,38,4.1,2022-03-14,17.25,17.5,1,3,0,3,180,6
871,34,4.1,2022-03-11,11.166666666666666,11.333333333333334,2,2,1,3,35,13
872,26,4.8,2022-02-13,22.5,22.583333333333332,1,2,0,0,70,4
873,21,4.2,2022-03-07,23.666666666666668,23.75,0,1,0,0,115,1
874,22,4.7,2022-02-16,22.916666666666668,23.166666666666668,5,2,0,0,130,8
875,26,4.6,2022-03-17,20.25,20.333333333333332,1,1,0,0,105,2
876,25,4.9,2022-04-06,20.5,20.583333333333332,1,1,1,0,140,14
877,32,5.0,2022-03-01,21.75,21.916666666666668,3,1,1,0,165,7
878,23,4.6,2022-03-03,18.916666666666668,19.0,2,1,0,0,105,8
879,26,4.4,2022-03-09,8.666666666666666,8.916666666666666,5,1,0,0,110,7
880,37,5.0,2022-03-15,11.833333333333334,12.0,2,3,0,0,180,13
881,38,4.2,2022-03-05,13.416666666666666,13.666666666666666,1,2,0,1,165,1
882,20,4.4,2022-03-15,19.5,19.583333333333332,3,3,1,0,170,1
883,20,4.9,2022-03-31,18.5,18.666666666666668,4,3,0,3,120,8
884,29,5.0,2022-03-23,21.0,21.083333333333332,1,1,1,0,240,14
885,27,4.8,2022-04-01,9.916666666666666,10.166666666666666,0,3,1,3,80,5
886,21,4.6,2022-03-20,20.916666666666668,21.083333333333332,3,2,0,0,120,3
887,37,4.8,2022-03-14,20.916666666666668,21.083333333333332,5,2,2,0,185,9
888,35,4.9,2022-03-27,19.583333333333332,19.666666666666668,0,1,0,0,240,0
889,26,4.7,2022-03-24,18.666666666666668,18.75,4,1,1,1,55,15
890,37,4.9,2022-02-17,8.416666666666666,8.583333333333334,3,1,0,0,70,15
891,23,5.0,2022-03-25,19.416666666666668,19.666666666666668,5,2,1,0,120,15
892,34,4.5,2022-03-31,22.833333333333332,22.916666666666668,4,3,0,0,90,12
893,31,4.3,2022-03-04,22.0,22.083333333333332,4,1,1,3,185,14
894,36,4.4,2022-02-16,19.333333333333332,19.5,3,1,1,3,195,15
895,35,4.8,2022-03-06,23.0,23.25,2,1,1,0,100,1
898,20,4.9,2022-03-07,22.0,22.166666666666668,1,1,0,0,80,10
899,23,4.6,2022-03-26,12.333333333333334,12.416666666666666,0,1,0,0,105,9
900,24,4.7,2022-03-11,12.0,12.166666666666666,0,3,1,0,65,6
901,24,4.8,2022-03-30,17.25,17.5,0,2,2,0,145,0
902,37,4.6,2022-03-23,17.666666666666668,17.916666666666668,3,2,1,0,180,12
903,31,4.8,2022-03-28,21.0,21.166666666666668,0,0,0,0,150,3
904,28,4.7,2022-03-12,19.5,19.75,5,0,1,0,120,10
905,34,4.6,2022-03-03,0.0,0.25,4,2,0,3,95,10
906,36,5.0,2022-02-18,22.583333333333332,22.833333333333332,5,2,0,0,135,10
907,30,3.7,2022-02-18,21.5,21.666666666666668,3,2,1,0,170,2
908,24,4.6,2022-03-16,22.666666666666668,22.833333333333332,4,2,0,0,105,11
909,24,4.7,2022-03-06,21.333333333333332,21.583333333333332,1,1,0,0,190,5
910,24,4.9,2022-03-01,10.333333333333334,10.416666666666666,4,1,0,3,90,9
911,31,4.7,2022-03-31,19.166666666666668,19.25,1,1,0,0,205,5
912,32,4.9,2022-03-14,21.833333333333332,22.0,3,3,0,0,210,1
914,33,4.1,2022-03-06,21.666666666666668,21.833333333333332,4,2,0,3,175,15
915,37,4.7,2022-03-25,22.75,23.0,5,2,0,3,100,2
917,31,4.9,2022-04-03,20.916666666666668,21.0,0,2,0,0,150,8
918,23,4.8,2022-03-20,23.666666666666668,23.75,1,1,0,0,75,4
919,38,4.3,2022-03-25,21.416666666666668,21.583333333333332,3,3,0,0,240,1
920,28,4.5,2022-02-14,22.666666666666668,22.75,3,2,0,0,140,11
921,27,4.8,2022-03-31,23.0,23.166666666666668,2,1,0,0,120,0
922,20,4.6,2022-03-15,16.75,16.833333333333332,0,1,0,0,70,2
923,37,4.9,2022-03-03,10.916666666666666,11.166666666666666,4,1,1,0,95,8
924,21,4.3,2022-03-10,17.75,17.833333333333332,3,1,0,0,170,0
925,23,4.6,2022-03-04,17.583333333333332,17.833333333333332,3,1,1,0,65,13
926,27,4.9,2022-03-03,18.5,18.666666666666668,5,1,0,3,95,1
927,38,4.2,2022-02-17,11.666666666666666,11.75,3,3,0,0,155,13
928,35,5.0,2022-03-14,21.833333333333332,22.0,0,2,0,0,235,6
929,36,4.3,2022-03-03,23.333333333333332,23.416666666666668,1,2,1,0,155,9
930,26,4.1,2022-02-13,23.416666666666668,23.583333333333332,5,2,1,0,105,0
931,33,4.5,2022-03-07,17.833333333333332,17.916666666666668,1,1,1,0,120,1
932,21,4.7,2022-03-16,17.166666666666668,17.25,2,2,1,0,175,6
933,25,4.6,2022-03-06,17.333333333333332,17.5,2,0,1,3,75,2
934,39,4.9,2022-04-03,10.416666666666666,10.5,2,0,1,0,95,12
935,32,4.8,2022-03-07,9.5,9.583333333333334,5,2,1,0,100,13
936,31,4.8,2022-03-15,16.25,16.333333333333332,3,3,1,3,95,11
937,28,4.7,2022-03-04,22.5,22.583333333333332,0,2,0,3,85,1
938,24,4.7,2022-02-14,17.75,18.0,5,0,0,0,90,5
939,27,4.4,2022-03-09,10.333333333333334,10.583333333333334,3,2,1,0,75,5
940,37,4.7,2022-03-14,18.583333333333332,18.75,5,0,1,0,195,3
941,39,4.3,2022-03-31,19.25,19.5,0,1,1,0,35,7
942,34,4.8,2022-03-02,17.5,17.75,5,3,1,1,25,5
944,38,5.0,2022-03-04,22.666666666666668,22.75,4,3,1,3,135,15
945,29,4.7,2022-03-28,18.5,18.583333333333332,0,1,1,0,60,4
946,31,4.8,2022-03-19,22.916666666666668,23.0,3,1,1,0,115,7
947,33,4.9,2022-02-17,11.333333333333334,11.583333333333334,4,3,1,3,36,11
948,25,5.0,2022-03-20,21.5,21.583333333333332,5,1,1,0,210,13
949,39,3.8,2022-03-12,23.333333333333332,23.416666666666668,3,3,0,0,185,11
951,26,4.6,2022-02-16,20.0,20.166666666666668,1,1,0,0,150,10
952,30,4.8,2022-04-01,8.916666666666666,9.0,3,3,0,1,130,3
953,20,4.7,2022-03-08,21.75,21.916666666666668,2,1,0,0,125,2
954,23,4.6,2022-03-04,18.333333333333332,18.416666666666668,2,1,0,0,195,2
955,24,4.9,2022-03-03,10.166666666666666,10.333333333333334,0,1,0,0,50,15
956,34,4.4,2022-02-12,22.916666666666668,23.166666666666668,3,2,1,3,200,7
957,23,4.9,2022-03-06,19.583333333333332,19.666666666666668,0,1,0,0,205,5
958,21,4.9,2022-03-12,23.0,23.25,3,2,0,0,50,8
959,36,4.8,2022-02-18,19.5,19.666666666666668,2,3,1,3,195,6
960,22,4.6,2022-03-28,19.166666666666668,19.25,2,2,1,3,135,2
961,28,4.8,2022-03-27,19.833333333333332,20.083333333333332,2,1,1,0,95,9
963,21,4.9,2022-03-03,20.416666666666668,20.583333333333332,3,2,1,0,85,13
964,35,4.8,2022-03-29,21.833333333333332,22.0,4,1,0,0,220,15
965,21,4.6,2022-04-01,16.25,16.5,0,3,0,1,55,2
966,22,4.9,2022-03-10,22.333333333333332,22.583333333333332,3,3,0,0,130,8
967,30,4.7,2022-03-01,18.833333333333332,19.083333333333332,5,2,1,1,130,6
968,24,4.7,2022-04-05,16.583333333333332,16.75,5,0,0,0,75,8
969,29,4.9,2022-03-18,19.75,19.833333333333332,2,3,0,0,185,13
970,28,4.8,2022-03-30,15.25,15.333333333333334,3,1,0,0,17,2
971,28,4.8,2022-03-02,22.833333333333332,23.083333333333332,2,1,1,0,120,8
972,28,5.0,2022-03-08,0.0,0.25,5,3,0,0,55,1
973,24,4.8,2022-03-06,19.833333333333332,20.083333333333332,4,2,1,0,150,11
974,35,4.1,2022-02-14,21.25,21.5,5,1,1,0,155,7
975,29,4.9,2022-04-04,21.666666666666668,21.833333333333332,3,3,0,3,125,7
976,39,4.7,2022-03-09,9.25,9.333333333333334,0,2,0,0,125,8
977,36,4.6,2022-03-13,17.833333333333332,17.916666666666668,2,3,0,0,110,6
978,23,4.8,2022-03-06,21.666666666666668,21.75,4,0,0,3,95,2
979,30,3.8,2022-03-27,19.666666666666668,19.833333333333332,3,1,2,3,160,15
980,38,4.5,2022-03-05,20.75,20.916666666666668,5,1,1,0,145,8
981,29,4.6,2022-03-25,23.583333333333332,23.833333333333332,2,3,1,0,105,10
982,27,4.5,2022-03-10,21.666666666666668,21.75,4,3,0,0,130,7
983,35,4.6,2022-03-25,19.25,19.333333333333332,2,2,2,0,255,8
984,21,4.6,2022-03-13,20.75,21.0,2,1,2,0,135,3
985,25,4.6,2022-04-03,16.166666666666668,16.25,4,3,0,0,85,10
986,39,5.0,2022-03-13,8.333333333333334,8.5,1,3,0,0,90,13
987,27,4.7,2022-03-01,23.0,23.083333333333332,3,2,0,0,75,8
988,35,4.8,2022-03-17,11.333333333333334,11.5,3,1,0,0,135,10
990,28,5.0,2022-04-01,13.25,13.416666666666666,2,2,0,3,105,14
991,37,4.8,2022-03-21,22.416666666666668,22.5,1,1,0,0,60,15
992,36,4.8,2022-04-03,23.583333333333332,23.666666666666668,1,3,0,0,110,9
994,27,4.8,2022-02-16,23.833333333333332,0.0,3,2,0,3,90,10
995,32,5.0,2022-03-26,23.583333333333332,23.833333333333332,5,1,0,0,80,4
996,22,4.8,2022-03-28,19.25,19.333333333333332,0,2,0,0,20,3
997,29,4.3,2022-03-19,21.5,21.75,5,0,0,0,220,7
998,24,4.6,2022-03-12,19.666666666666668,19.916666666666668,2,0,0,3,38,6
999,30,5.0,2022-03-23,17.166666666666668,17.25,3,1,1,0,185,10
1000,25,4.5,2022-03-01,10.0,10.083333333333334,4,1,0,0,80,1
1001,38,4.9,2022-03-26,9.583333333333334,9.75,2,2,0,3,130,2
1003,35,4.2,2022-04-03,0.0,0.08333333333333333,3,1,2,0,120,10
1004,38,4.2,2022-03-27,19.333333333333332,19.5,5,1,0,0,165,11
1005,30,5.0,2022-02-15,22.333333333333332,22.583333333333332,1,2,0,0,145,7
1006,25,4.6,2022-03-14,19.75,19.833333333333332,4,2,0,0,225,11
1007,36,4.9,2022-03-19,17.416666666666668,17.666666666666668,0,1,0,0,125,9
1008,24,4.5,2022-03-05,23.25,23.333333333333332,2,2,0,0,90,0
1009,20,4.6,2022-03-10,19.5,19.666666666666668,0,2,0,3,150,12
1010,26,4.8,2022-03-27,20.333333333333332,20.416666666666668,4,1,1,3,190,10
1011,36,4.6,2022-03-02,20.666666666666668,20.833333333333332,4,1,0,0,90,3
1012,26,4.9,2022-04-03,21.666666666666668,21.916666666666668,0,1,0,0,140,4
1013,36,4.7,2022-03-06,20.666666666666668,20.833333333333332,2,2,0,0,140,0
1014,20,4.6,2022-03-29,19.25,19.333333333333332,4,1,1,0,150,10
1015,34,4.9,2022-04-01,15.833333333333334,15.916666666666666,1,3,0,0,145,2
1016,28,4.7,2022-04-06,22.416666666666668,22.5,0,3,0,0,110,7
1018,22,4.8,2022-03-09,9.75,9.916666666666666,2,3,0,0,65,2
1019,31,4.9,2022-03-26,10.0,10.166666666666666,5,0,0,0,145,12
1020,32,4.6,2022-03-17,21.333333333333332,21.5,4,2,0,0,125,14
1021,29,4.6,2022-02-12,22.916666666666668,23.083333333333332,2,3,0,0,80,1
1022,30,4.8,2022-04-05,13.0,13.166666666666666,0,2,2,3,145,4
1023,22,5.0,2022-03-07,11.916666666666666,12.083333333333334,2,3,0,0,80,13
1024,25,4.9,2022-04-05,23.583333333333332,23.75,5,3,2,0,85,8
1025,39,4.8,2022-03-09,17.25,17.5,4,3,0,0,150,4
1026,30,4.1,2022-03-12,23.5,23.666666666666668,3,2,1,0,195,1
1027,30,4.9,2022-03-03,11.166666666666666,11.25,0,3,0,0,25,9
1028,22,5.0,2022-03-27,0.0,0.25,2,2,1,0,10,10
1029,39,4.7,2022-03-11,14.0,14.25,4,1,0,3,145,5
1030,20,5.0,2022-02-18,20.916666666666668,21.166666666666668,0,3,2,0,190,10
1031,29,4.7,2022-03-17,18.416666666666668,18.5,2,1,1,0,21,8
1032,24,4.6,2022-03-28,19.666666666666668,19.916666666666668,5,2,2,3,55,15
1033,33,4.9,2022-03-08,19.0,19.166666666666668,1,0,2,0,75,5
1034,35,4.0,2022-03-03,20.416666666666668,20.5,0,1,0,3,185,2
1035,26,4.7,2022-03-02,19.25,19.5,4,2,1,0,95,2
1036,25,4.9,2022-03-14,17.583333333333332,17.833333333333332,0,2,0,1,80,12
1037,37,5.0,2022-02-13,21.416666666666668,21.583333333333332,0,2,0,3,135,10
1038,38,4.9,2022-04-03,18.25,18.5,1,2,0,3,130,9
1039,38,4.5,2022-03-12,19.0,19.083333333333332,1,2,1,0,180,13
1040,32,4.3,2022-03-11,20.416666666666668,20.5,4,0,1,3,165,6
1041,25,4.7,2022-03-12,18.0,18.25,5,1,0,0,145,7
1042,38,4.6,2022-03-05,19.833333333333332,20.083333333333332,0,1,0,0,230,13
1043,33,4.2,2022-03-11,19.166666666666668,19.25,2,2,1,0,230,11
1045,20,4.7,2022-02-13,20.0,20.166666666666668,0,2,0,0,145,11
1046,35,4.6,2022-04-06,22.25,22.416666666666668,1,2,1,3,105,11
1048,37,4.0,2022-03-06,21.666666666666668,21.916666666666668,0,1,0,0,47,11
1049,29,4.4,2022-03-24,11.0,11.166666666666666,0,1,0,0,90,7
1050,30,4.8,2022-03-08,17.583333333333332,17.75,4,0,0,0,110,9
1052,31,4.6,2022-03-10,22.25,22.5,3,3,1,0,120,3
1053,24,4.5,2022-03-23,21.25,21.5,5,1,1,0,115,1
1054,21,4.6,2022-04-02,23.166666666666668,23.25,4,1,0,0,120,2
1055,35,5.0,2022-03-06,23.916666666666668,0.08333333333333333,5,2,0,0,80,6
1056,33,4.1,2022-04-04,19.583333333333332,19.75,3,3,0,0,205,14
1057,27,4.6,2022-03-02,17.416666666666668,17.5,2,2,0,0,205,4
1058,39,4.0,2022-03-16,17.666666666666668,17.75,5,3,0,3,190,1
1059,25,4.9,2022-04-04,22.166666666666668,22.416666666666668,1,3,0,0,65,2
1060,24,4.6,2022-03-17,11.833333333333334,12.083333333333334,4,2,0,3,100,4
1061,31,4.0,2022-03-28,15.833333333333334,15.916666666666666,5,1,1,3,170,15
1062,29,4.6,2022-03-16,21.75,22.0,3,3,1,0,185,7
1063,25,4.6,2022-03-16,20.0,20.083333333333332,2,0,1,3,80,0
1064,21,4.6,2022-03-16,18.75,18.833333333333332,2,3,2,0,170,5
1065,38,4.9,2022-03-02,22.916666666666668,23.166666666666668,4,2,1,0,115,1
1066,31,4.9,2022-03-06,20.333333333333332,20.416666666666668,3,2,0,3,145,10
1067,23,4.2,2022-03-12,18.833333333333332,18.916666666666668,5,1,0,0,175,15
1068,35,4.8,2022-03-07,23.916666666666668,0.16666666666666666,1,2,1,3,90,0
1069,39,4.4,2022-04-01,17.25,17.416666666666668,2,1,0,1,155,9
1071,28,4.7,2022-03-03,12.25,12.5,4,0,0,3,55,4
1072,27,4.6,2022-03-11,20.416666666666668,20.5,4,3,1,3,145,0
1073,37,4.8,2022-02-14,20.25,20.416666666666668,3,3,1,0,135,8
1076,32,4.7,2022-03-11,17.583333333333332,17.833333333333332,3,2,0,0,150,13
1077,33,4.1,2022-03-29,17.416666666666668,17.5,2,1,2,3,160,5
1078,36,4.7,2022-03-01,23.0,23.25,2,2,0,3,145,13
1079,36,4.3,2022-04-01,21.0,21.25,0,2,0,0,160,9
1080,22,4.7,2022-03-01,17.5,17.583333333333332,2,2,1,0,115,14
1081,21,4.6,2022-03-28,16.75,16.833333333333332,2,3,0,0,130,11
1082,35,4.5,2022-03-03,23.166666666666668,23.25,1,1,0,3,135,3
1083,34,4.8,2022-03-18,21.833333333333332,21.916666666666668,0,3,0,0,215,7
1085,22,4.7,2022-04-01,17.5,17.583333333333332,2,0,1,0,80,14
1086,23,4.7,2022-03-02,22.75,22.916666666666668,5,2,0,0,80,7
1088,23,4.7,2022-03-02,20.0,20.083333333333332,1,1,0,0,240,12
1089,22,4.4,2022-02-12,17.25,17.416666666666668,3,0,0,0,195,12
1090,33,4.5,2022-03-06,19.333333333333332,19.583333333333332,1,1,0,0,175,0
1091,29,4.6,2022-03-18,22.166666666666668,22.416666666666668,1,3,0,0,120,7
1092,20,4.6,2022-03-08,20.25,20.333333333333332,2,3,0,0,130,6
1094,20,4.7,2022-03-05,23.5,23.75,0,1,2,0,95,7
1095,24,4.4,2022-03-24,11.416666666666666,11.583333333333334,5,2,0,0,170,8
1096,20,4.9,2022-03-19,11.916666666666666,12.166666666666666,3,3,1,0,85,12
1097,28,4.7,2022-03-27,21.416666666666668,21.666666666666668,1,1,0,3,145,4
1098,32,4.8,2022-02-16,20.166666666666668,20.333333333333332,4,2,0,0,220,4
1099,36,4.8,2022-03-19,8.333333333333334,8.5,2,3,0,0,135,0
1101,23,4.7,2022-04-05,22.5,22.583333333333332,5,1,0,0,95,9
1102,22,4.8,2022-03-16,21.833333333333332,22.083333333333332,4,2,0,0,125,0
1103,29,4.8,2022-03-18,20.666666666666668,20.833333333333332,0,3,1,0,150,1
1104,23,4.5,2022-03-01,10.333333333333334,10.416666666666666,1,3,1,0,115,4
1106,28,4.8,2022-03-15,9.416666666666666,9.583333333333334,3,2,1,0,95,2
1107,22,4.7,2022-03-13,20.25,20.416666666666668,2,2,0,0,165,11
1108,37,4.9,2022-04-01,23.75,0.0,1,2,0,1,110,9
1110,32,4.8,2022-04-04,22.583333333333332,22.833333333333332,3,3,0,0,185,9
1112,20,4.6,2022-03-07,19.5,19.583333333333332,1,2,1,1,50,12
1113,30,4.1,2022-03-12,20.75,20.916666666666668,0,0,1,0,185,12
1114,21,4.5,2022-03-13,20.416666666666668,20.5,5,1,0,0,145,10
1115,20,4.5,2022-03-25,22.5,22.75,5,2,0,0,95,8
1116,34,4.8,2022-02-14,21.25,21.5,1,1,1,3,140,8
1117,21,4.9,2022-04-04,17.75,18.0,2,2,0,0,125,13
1118,21,4.5,2022-03-08,17.166666666666668,17.416666666666668,1,1,0,0,160,14
1119,28,4.9,2022-04-04,22.833333333333332,22.916666666666668,5,1,0,3,17,15
1120,39,4.6,2022-03-23,17.416666666666668,17.583333333333332,0,2,1,0,150,14
1121,33,4.4,2022-03-28,14.25,14.5,4,0,1,0,160,1
1122,34,4.5,2022-03-08,22.5,22.75,4,3,0,0,145,7
1123,33,5.0,2022-03-25,18.666666666666668,18.833333333333332,3,3,0,0,165,9
1124,23,4.5,2022-04-01,8.416666666666666,8.666666666666666,3,2,0,0,90,13
1125,37,4.9,2022-03-30,15.666666666666666,15.833333333333334,2,1,0,0,190,8
1126,38,4.1,2022-03-02,17.166666666666668,17.416666666666668,2,3,0,0,160,0
1127,35,4.1,2022-03-12,17.416666666666668,17.5,3,1,2,3,190,3
1128,34,5.0,2022-02-17,23.916666666666668,0.0,0,3,0,0,100,15
1129,27,4.3,2022-03-06,17.75,17.916666666666668,0,2,0,0,160,12
1130,20,4.6,2022-03-28,9.166666666666666,9.333333333333334,0,1,1,0,65,12
1132,22,5.0,2022-03-31,21.166666666666668,21.416666666666668,3,1,1,0,15,15
1133,38,5.0,2022-04-01,17.25,17.416666666666668,1,0,2,0,80,1
1134,36,4.6,2022-04-03,20.416666666666668,20.5,5,1,0,0,125,13
1135,27,4.6,2022-03-30,22.666666666666668,22.916666666666668,1,2,0,0,50,0
1136,36,4.6,2022-03-17,11.25,11.5,4,1,0,3,25,7
1137,32,4.6,2022-03-20,19.166666666666668,19.25,1,2,2,0,230,2
1138,20,4.8,2022-04-01,23.416666666666668,23.5,2,2,0,3,105,9
1139,31,4.3,2022-02-12,23.5,23.75,0,2,2,3,185,7
1140,20,4.7,2022-03-11,23.25,23.5,0,3,0,0,80,13
1141,32,4.9,2022-03-28,8.416666666666666,8.666666666666666,3,1,2,0,145,7
1143,22,4.8,2022-03-19,22.583333333333332,22.75,1,3,0,0,60,10
1144,25,4.9,2022-03-17,11.666666666666666,11.916666666666666,2,2,0,0,65,7
1145,29,4.8,2022-03-15,19.5,19.666666666666668,0,2,1,3,125,12
1146,20,4.8,2022-03-27,20.25,20.416666666666668,5,3,0,0,190,8
1147,32,4.6,2022-03-23,23.833333333333332,0.08333333333333333,4,0,0,0,130,3
1148,32,4.8,2022-03-19,12.666666666666666,12.75,0,0,1,0,145,4
1149,30,4.9,2022-03-24,23.833333333333332,0.0,1,1,0,0,115,9
1150,38,4.8,2022-03-17,9.166666666666666,9.25,2,0,1,0,80,8
1151,31,4.5,2022-02-16,19.583333333333332,19.833333333333332,3,1,0,0,39,7
1152,39,4.0,2022-02-11,19.416666666666668,19.5,5,1,2,0,185,1
1153,32,4.6,2022-04-01,20.416666666666668,20.5,2,3,0,0,145,2
1154,32,4.9,2022-03-17,11.666666666666666,11.916666666666666,5,2,0,0,120,1
1155,35,4.9,2022-03-17,10.166666666666666,10.333333333333334,2,3,0,0,125,14
1156,27,4.9,2022-04-05,17.416666666666668,17.583333333333332,3,0,0,0,100,9
1158,22,4.9,2022-03-05,21.166666666666668,21.333333333333332,4,3,1,0,90,0
1159,29,4.5,2022-03-12,20.0,20.25,0,3,0,0,115,10
1160,36,4.1,2022-04-05,22.833333333333332,22.916666666666668,4,2,1,3,120,1
1162,29,4.7,2022-03-26,16.416666666666668,16.583333333333332,2,3,0,3,130,6
1163,25,4.9,2022-03-18,22.75,22.833333333333332,5,0,0,0,95,11
1164,32,4.0,2022-03-27,18.25,18.5,2,0,0,0,200,1
1165,31,4.0,2022-03-10,18.25,18.416666666666668,5,3,0,0,220,9
1166,22,4.8,2022-03-05,9.0,9.083333333333334,1,1,1,3,75,2
1167,20,4.9,2022-03-20,21.25,21.5,2,3,1,0,130,15
1168,22,4.7,2022-03-24,18.583333333333332,18.75,1,2,0,1,120,1
1169,20,4.9,2022-03-07,12.166666666666666,12.416666666666666,1,2,0,3,70,0
1170,30,4.9,2022-03-01,18.833333333333332,19.0,5,1,0,0,34,15
1171,23,4.8,2022-03-11,23.583333333333332,23.666666666666668,4,3,0,0,120,13
1172,28,4.8,2022-03-18,22.583333333333332,22.833333333333332,4,3,0,3,75,4
1173,30,5.0,2022-03-09,21.5,21.583333333333332,0,3,0,0,125,6
1174,25,4.8,2022-02-13,22.166666666666668,22.25,4,1,2,0,70,4
1176,28,4.6,2022-02-13,21.333333333333332,21.416666666666668,0,3,0,0,55,10
1177,25,4.7,2022-04-06,19.333333333333332,19.416666666666668,5,2,0,3,95,6
1178,27,4.7,2022-03-30,11.25,11.5,2,2,1,0,75,8
1180,21,4.8,2022-03-03,18.916666666666668,19.0,4,0,1,3,65,0
1181,24,4.9,2022-03-08,17.666666666666668,17.916666666666668,3,2,2,3,120,2
1182,22,4.6,2022-03-29,22.416666666666668,22.666666666666668,0,3,2,1,115,9
1183,38,4.9,2022-03-17,18.75,18.833333333333332,5,3,0,3,145,0
1184,27,4.1,2022-03-26,23.75,0.0,2,1,0,0,110,7
1185,26,4.5,2022-02-17,19.833333333333332,20.0,4,2,1,0,19,14
1186,21,4.8,2022-03-21,8.5,8.583333333333334,2,1,0,0,65,12
1187,32,4.5,2022-03-28,9.166666666666666,9.333333333333334,5,2,0,3,140,3
1188,35,4.6,2022-02-11,23.416666666666668,23.666666666666668,5,1,1,3,105,14
1189,29,4.9,2022-03-25,18.0,18.166666666666668,0,2,1,0,145,9
1190,23,4.5,2022-04-01,21.583333333333332,21.666666666666668,5,2,2,3,135,2
1191,31,4.9,2022-04-03,15.583333333333334,15.833333333333334,2,2,0,3,150,2
1192,20,4.8,2022-04-03,16.75,16.833333333333332,5,3,0,0,100,7
1193,39,4.8,2022-03-24,12.75,12.833333333333334,4,1,0,0,145,3
1194,33,4.9,2022-03-15,22.833333333333332,23.083333333333332,4,0,2,0,130,10
1195,28,4.8,2022-03-01,19.583333333333332,19.833333333333332,3,2,0,3,90,4
1196,22,4.9,2022-02-13,20.583333333333332,20.75,1,0,0,0,125,15
1197,34,4.7,2022-03-26,11.916666666666666,12.166666666666666,2,3,1,0,220,15
1198,26,4.8,2022-03-26,19.166666666666668,19.333333333333332,0,1,2,0,130,11
1199,21,4.9,2022-03-27,17.833333333333332,18.083333333333332,4,1,2,0,190,7
1200,22,4.9,2022-03-09,18.333333333333332,18.5,1,2,0,3,60,0
1201,30,4.7,2022-04-01,23.166666666666668,23.333333333333332,3,3,0,0,145,3
1202,23,4.7,2022-03-06,21.583333333333332,21.833333333333332,2,3,1,0,190,0
1203,33,4.2,2022-03-15,10.0,10.083333333333334,1,2,0,0,165,13
1204,36,4.3,2022-03-29,17.916666666666668,18.083333333333332,2,3,1,0,175,8
1205,29,5.0,2022-03-17,19.5,19.583333333333332,0,1,0,0,100,5
1206,36,4.9,2022-03-21,8.416666666666666,8.583333333333334,1,3,0,0,105,14
1207,27,5.0,2022-04-03,16.416666666666668,16.666666666666668,5,1,1,0,130,0
1208,30,4.9,2022-03-07,20.5,20.666666666666668,2,1,0,0,170,6
1209,39,4.1,2022-03-21,21.916666666666668,22.166666666666668,2,1,1,0,160,2
1210,33,4.9,2022-03-11,8.833333333333334,9.083333333333334,0,1,0,3,105,11
1212,31,4.8,2022-03-21,18.25,18.416666666666668,0,2,1,3,90,11
1213,24,4.5,2022-04-04,17.416666666666668,17.583333333333332,5,3,0,0,125,12
1214,21,5.0,2022-03-29,21.416666666666668,21.666666666666668,4,2,1,0,90,12
1215,27,4.6,2022-02-11,10.75,10.833333333333334,1,1,0,0,90,3
1216,38,4.7,2022-02-17,22.25,22.333333333333332,0,3,0,3,145,3
1217,31,4.8,2022-03-11,8.416666666666666,8.5,3,2,0,0,105,7
1218,29,5.0,2022-03-15,17.5,17.75,4,1,1,3,95,7
1219,39,4.8,2022-03-28,18.916666666666668,19.166666666666668,1,1,2,3,195,15
1220,29,4.9,2022-03-09,20.166666666666668,20.333333333333332,3,2,0,0,75,7
1221,30,5.0,2022-03-13,9.25,9.416666666666666,3,2,1,0,85,13
1222,34,4.6,2022-03-15,11.583333333333334,11.75,3,2,0,0,145,2
1223,36,4.3,2022-03-29,21.75,21.916666666666668,5,3,0,0,220,1
1225,29,4.7,2022-04-03,23.75,0.0,3,1,0,0,70,10
1226,37,4.8,2022-04-02,20.75,21.0,3,1,0,0,175,10
