,Agent_Age,Agent_Rating,Order_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,wait_time,order_hour,pickup_hour,day_of_week,is_weekend
3204,27,4.7,19.5,4,3,1,0,75,8,-27414720.0,0,0,1,0
3205,34,4.6,17.5,1,1,0,0,160,1,-27478080.0,0,0,3,0
3206,37,3.6,17.833333333333332,0,3,0,3,165,1,-27416160.0,0,0,2,0
3207,31,4.7,9.416666666666666,5,1,0,0,120,1,-27408960.0,0,0,4,0
3208,39,5.0,17.416666666666668,5,1,0,0,135,5,-27485280.0,0,0,1,0
3209,23,5.0,23.916666666666668,4,2,0,0,55,6,-27476640.0,0,0,2,0
3210,25,5.0,18.416666666666668,4,2,0,0,145,13,-27482400.0,0,0,6,1
3211,23,4.7,17.25,5,2,0,0,180,9,-27442080.0,0,0,6,1
3212,29,4.9,11.833333333333334,1,3,2,0,135,12,-27476640.0,0,0,2,0
3213,22,4.7,17.5,5,3,1,3,115,4,-27480960.0,0,0,5,1
3214,24,4.7,17.166666666666668,3,3,0,0,55,4,-27473760.0,0,0,0,0
3215,30,4.9,22.666666666666668,4,1,0,0,125,6,-27436320.0,0,0,2,0
3216,37,4.6,21.25,1,1,1,0,160,9,-27468000.0,0,0,3,0
3217,33,4.3,19.583333333333332,2,1,0,3,180,14,-27459360.0,0,0,4,0
3218,38,3.5,17.25,1,2,0,3,155,13,-27483840.0,0,0,0,0
3219,24,5.0,17.833333333333332,2,3,1,3,205,6,-27469440.0,0,0,4,0
3220,22,4.7,20.666666666666668,3,2,0,0,125,6,-27479520.0,0,0,4,0
3221,22,4.6,22.833333333333332,0,3,0,0,135,6,-27453600.0,0,0,0,0
3222,32,4.6,18.416666666666668,3,2,1,0,75,2,-27457920.0,0,0,3,0
3223,32,4.7,10.416666666666666,5,2,0,0,60,8,-27479520.0,0,0,4,0
3224,24,4.8,23.416666666666668,4,1,0,0,85,2,-27475200.0,0,0,1,0
3225,20,4.9,10.583333333333334,3,0,2,3,80,8,-27470880.0,0,0,5,1
3226,39,4.9,21.0,0,0,0,0,130,2,-27483840.0,0,0,0,0
3227,37,4.5,23.333333333333332,3,1,0,0,80,15,-27417600.0,0,0,3,0
3228,29,4.6,23.416666666666668,0,1,0,0,125,7,-27466560.0,0,0,2,0
3229,21,4.9,23.833333333333332,1,2,1,3,80,10,-27473760.0,0,0,0,0
3230,25,4.8,11.166666666666666,4,2,0,0,105,13,-27485280.0,0,0,1,0
3231,36,5.0,19.25,3,2,0,3,245,2,-27478080.0,0,0,3,0
3232,33,4.1,18.5,0,2,0,3,170,15,-27447840.0,0,0,3,0
3233,27,4.7,21.75,1,3,1,3,75,1,-27416160.0,0,0,2,0
3234,22,4.8,20.916666666666668,2,3,0,0,65,1,-27475200.0,0,0,1,0
3235,22,4.6,19.333333333333332,5,2,0,0,115,0,-27457920.0,0,0,3,0
3236,25,4.8,17.833333333333332,2,3,0,1,80,7,-27460800.0,0,0,5,1
3237,28,4.8,8.833333333333334,5,3,1,3,70,0,-27455040.0,0,0,1,0
3238,22,4.8,19.333333333333332,5,1,2,3,65,7,-27479520.0,0,0,4,0
3239,21,4.2,20.583333333333332,0,3,0,0,215,14,-27447840.0,0,0,3,0
3240,35,4.7,10.583333333333334,0,0,0,3,140,4,-27460800.0,0,0,5,1
3242,30,5.0,18.666666666666668,4,2,0,0,185,3,-27466560.0,0,0,2,0
3243,32,4.6,13.25,4,3,0,0,190,11,-27434880.0,0,0,1,0
3244,25,4.9,22.583333333333332,5,1,0,3,65,12,-27443520.0,0,0,0,0
3245,33,4.7,18.916666666666668,3,3,0,0,195,3,-27486720.0,0,0,2,0
3246,31,4.3,21.666666666666668,1,0,1,0,235,14,-27469440.0,0,0,4,0
3247,26,4.7,17.583333333333332,2,2,0,0,55,7,-27463680.0,0,0,0,0
3248,38,4.3,23.583333333333332,1,1,1,0,190,11,-27475200.0,0,0,1,0
3249,33,4.0,18.75,5,2,0,0,185,15,-27453600.0,0,0,0,0
3250,36,4.8,23.75,5,3,0,3,125,2,-27459360.0,0,0,4,0
3251,30,4.5,9.75,5,2,0,0,120,12,-27452160.0,0,0,6,1
3252,21,4.3,21.416666666666668,4,1,0,0,190,12,-27476640.0,0,0,2,0
3254,29,5.0,20.416666666666668,4,3,0,3,155,6,-27478080.0,0,0,3,0
3255,24,4.6,23.583333333333332,2,1,0,0,55,1,-27411840.0,0,0,6,1
3256,22,4.5,9.333333333333334,1,2,0,1,80,4,-27440640.0,0,0,5,1
3257,34,4.0,20.5,3,2,0,0,170,7,-27449280.0,0,0,4,0
3258,24,4.7,23.333333333333332,1,1,1,0,80,15,-27460800.0,0,0,5,1
3259,27,5.0,9.416666666666666,2,1,0,3,105,10,-27440640.0,0,0,5,1
3260,38,4.4,21.5,5,2,2,0,32,9,-27483840.0,0,0,0,0
3261,38,4.0,19.75,4,2,0,0,205,0,-27466560.0,0,0,2,0
3262,30,4.7,10.833333333333334,5,2,1,0,60,14,-27443520.0,0,0,0,0
3263,39,5.0,18.5,3,2,1,3,115,10,-27446400.0,0,0,2,0
3264,32,4.8,18.75,0,1,0,0,130,3,-27449280.0,0,0,4,0
3265,26,4.8,21.666666666666668,3,3,1,0,125,10,-27414720.0,0,0,1,0
3266,30,4.8,14.583333333333334,0,2,1,0,150,14,-27449280.0,0,0,4,0
3267,33,4.7,23.5,4,2,1,3,75,1,-27479520.0,0,0,4,0
3268,38,4.7,17.416666666666668,2,1,1,0,235,14,-27462240.0,0,0,6,1
3269,26,4.7,21.333333333333332,0,3,1,0,110,7,-27413280.0,0,0,0,0
3270,24,4.7,12.75,2,0,1,0,170,3,-27460800.0,0,0,5,1
3271,35,4.0,23.416666666666668,3,1,1,0,43,7,-27478080.0,0,0,3,0
3272,28,4.5,10.916666666666666,1,1,0,3,145,10,-27443520.0,0,0,0,0
3274,37,4.6,22.166666666666668,5,1,1,0,140,0,-27472320.0,0,0,6,1
3276,35,4.2,23.833333333333332,1,3,0,0,220,1,-27439200.0,0,0,4,0
3277,39,4.8,17.0,3,0,0,0,105,8,-27408960.0,0,0,4,0
3278,39,4.8,10.416666666666666,2,1,0,0,145,10,-27460800.0,0,0,5,1
3279,27,4.0,11.0,1,1,1,0,80,4,-27476640.0,0,0,2,0
3280,23,3.1,22.666666666666668,4,1,0,0,220,2,-27462240.0,0,0,6,1
3281,33,4.0,13.916666666666666,0,3,1,0,190,8,-27414720.0,0,0,1,0
3282,22,4.6,18.583333333333332,3,2,1,0,140,15,-27479520.0,0,0,4,0
3283,21,4.6,19.75,5,1,1,0,105,4,-27446400.0,0,0,2,0
3284,20,4.5,13.833333333333334,2,3,1,0,115,13,-27408960.0,0,0,4,0
3285,31,4.7,18.416666666666668,3,1,2,0,165,6,-27440640.0,0,0,5,1
3286,22,5.0,20.666666666666668,3,2,1,3,220,13,-27436320.0,0,0,2,0
3287,20,4.6,18.166666666666668,5,0,0,0,190,9,-27416160.0,0,0,2,0
3288,23,4.7,19.583333333333332,5,1,1,0,60,3,-27482400.0,0,0,6,1
3289,30,4.9,17.916666666666668,0,3,0,0,215,6,-27436320.0,0,0,2,0
3290,36,4.6,22.25,2,0,0,1,105,13,-27453600.0,0,0,0,0
3291,33,4.7,9.25,1,0,1,0,120,11,-27414720.0,0,0,1,0
3293,27,4.2,20.25,4,1,0,0,190,15,-27419040.0,0,0,4,0
3294,37,4.9,10.916666666666666,2,0,0,3,100,0,-27411840.0,0,0,6,1
3295,29,5.0,20.583333333333332,3,2,1,3,80,4,-27457920.0,0,0,3,0
3296,27,4.8,20.0,4,3,0,0,75,5,-27408960.0,0,0,4,0
3297,30,4.5,17.75,0,1,0,0,105,7,-27456480.0,0,0,2,0
3298,29,4.5,10.916666666666666,1,3,1,0,85,6,-27460800.0,0,0,5,1
3300,37,4.6,17.666666666666668,1,2,0,3,135,14,-27447840.0,0,0,3,0
3301,25,4.6,11.666666666666666,4,0,0,0,110,7,-27443520.0,0,0,0,0
3302,36,4.4,17.25,4,1,0,0,195,3,-27472320.0,0,0,6,1
3303,29,4.6,11.916666666666666,4,1,1,0,110,12,-27468000.0,0,0,3,0
3304,25,4.6,23.166666666666668,0,0,1,3,95,0,-27483840.0,0,0,0,0
3305,39,4.6,19.833333333333332,5,3,2,0,145,14,-27434880.0,0,0,1,0
3306,28,5.0,23.416666666666668,3,1,1,0,95,14,-27478080.0,0,0,3,0
3307,35,4.9,19.583333333333332,2,3,0,3,100,6,-27455040.0,0,0,1,0
3308,30,4.7,19.333333333333332,2,0,0,0,175,3,-27450720.0,0,0,5,1
3309,30,4.0,21.333333333333332,4,0,1,3,195,3,-27410400.0,0,0,5,1
3310,20,4.6,18.5,2,2,1,0,105,11,-27440640.0,0,0,5,1
3311,23,4.7,18.25,2,3,1,0,90,14,-27459360.0,0,0,4,0
3312,20,4.6,8.583333333333334,0,1,1,3,95,10,-27440640.0,0,0,5,1
3313,25,4.7,21.333333333333332,0,2,1,3,105,5,-27485280.0,0,0,1,0
3314,26,4.8,22.666666666666668,2,0,1,0,55,14,-27437760.0,0,0,3,0
3315,29,4.6,17.25,0,3,0,0,190,11,-27456480.0,0,0,2,0
3316,36,4.5,20.333333333333332,3,1,0,0,130,13,-27463680.0,0,0,0,0
3317,33,4.8,17.166666666666668,2,3,0,0,40,4,-27419040.0,0,0,4,0
3318,23,4.8,18.333333333333332,4,3,0,0,75,5,-27419040.0,0,0,4,0
3319,39,4.8,9.583333333333334,1,1,0,0,85,0,-27482400.0,0,0,6,1
3320,24,4.7,18.666666666666668,5,2,1,0,155,9,-27447840.0,0,0,3,0
3321,25,4.7,21.166666666666668,1,2,0,0,70,15,-27455040.0,0,0,1,0
3322,36,4.6,9.166666666666666,4,1,1,3,85,3,-27455040.0,0,0,1,0
3323,33,4.7,11.416666666666666,3,0,1,3,145,14,-27443520.0,0,0,0,0
3324,38,4.4,23.333333333333332,2,2,0,0,120,9,-27470880.0,0,0,5,1
3325,38,4.1,22.583333333333332,4,0,2,3,125,9,-27468000.0,0,0,3,0
3326,36,4.5,18.916666666666668,4,2,0,3,110,15,-27444960.0,0,0,1,0
3327,35,4.6,22.583333333333332,2,0,1,0,140,0,-27462240.0,0,0,6,1
3328,25,4.8,8.666666666666666,1,0,0,0,50,10,-27455040.0,0,0,1,0
3329,37,4.7,11.5,0,1,1,0,105,6,-27473760.0,0,0,0,0
3331,33,4.1,18.333333333333332,5,1,0,0,215,14,-27483840.0,0,0,0,0
3332,36,4.5,20.333333333333332,0,1,0,2,100,2,-27444960.0,0,0,1,0
3333,32,4.7,17.166666666666668,3,2,1,0,180,15,-27469440.0,0,0,4,0
3334,37,3.5,19.75,4,1,1,0,205,10,-27459360.0,0,0,4,0
3335,35,4.4,20.416666666666668,1,1,2,0,32,5,-27459360.0,0,0,4,0
3336,32,4.9,17.833333333333332,2,2,0,0,75,13,-27463680.0,0,0,0,0
3337,38,4.8,9.166666666666666,2,3,0,3,85,5,-27452160.0,0,0,6,1
3338,24,4.4,20.166666666666668,1,2,0,3,205,5,-27472320.0,0,0,6,1
3339,34,4.3,20.666666666666668,0,3,1,0,220,11,-27447840.0,0,0,3,0
3340,27,4.7,15.75,5,1,1,0,140,7,-27452160.0,0,0,6,1
3341,29,4.8,21.25,2,2,1,3,55,14,-27482400.0,0,0,6,1
3343,22,3.5,11.333333333333334,3,2,0,0,220,14,-27440640.0,0,0,5,1
3345,28,3.3,23.0,5,2,0,0,180,8,-27444960.0,0,0,1,0
3346,36,5.0,18.666666666666668,4,2,1,0,150,7,-27436320.0,0,0,2,0
3347,38,4.6,15.166666666666666,4,1,0,0,165,11,-27449280.0,0,0,4,0
3348,23,4.9,23.833333333333332,4,2,0,0,95,0,-27419040.0,0,0,4,0
3349,37,4.7,15.833333333333334,5,3,0,3,75,11,-27470880.0,0,0,5,1
3350,38,4.8,17.416666666666668,2,2,0,0,120,14,-27479520.0,0,0,4,0
3351,25,4.7,22.583333333333332,2,1,0,0,115,0,-27439200.0,0,0,4,0
3352,22,4.9,15.833333333333334,2,1,0,0,145,5,-27434880.0,0,0,1,0
3353,34,4.6,18.25,5,1,0,0,170,3,-27439200.0,0,0,4,0
3354,37,5.0,20.916666666666668,0,2,0,0,180,7,-27457920.0,0,0,3,0
3356,25,5.0,14.75,4,1,1,0,65,12,-27470880.0,0,0,5,1
3357,38,4.6,21.916666666666668,4,3,0,3,160,10,-27470880.0,0,0,5,1
3358,32,5.0,18.75,3,1,0,3,195,15,-27450720.0,0,0,5,1
3359,20,4.8,10.583333333333334,3,2,0,0,50,6,-27457920.0,0,0,3,0
3360,31,4.8,17.416666666666668,2,3,0,0,29,9,-27479520.0,0,0,4,0
3361,30,4.6,21.166666666666668,2,3,0,0,125,4,-27462240.0,0,0,6,1
3362,25,4.8,15.0,2,2,1,0,130,13,-27440640.0,0,0,5,1
3363,23,4.6,17.916666666666668,0,1,0,0,135,10,-27453600.0,0,0,0,0
3364,37,4.2,16.25,3,2,2,0,170,1,-27440640.0,0,0,5,1
3365,29,4.9,8.333333333333334,5,3,1,0,80,6,-27455040.0,0,0,1,0
3366,29,4.8,21.0,5,1,2,0,145,15,-27480960.0,0,0,5,1
3367,25,2.7,22.25,2,3,1,0,155,10,-27486720.0,0,0,2,0
3369,35,4.7,17.75,0,1,2,0,135,9,-27439200.0,0,0,4,0
3370,20,4.6,21.75,4,2,1,0,21,0,-27482400.0,0,0,6,1
3371,22,4.7,22.666666666666668,4,2,2,0,28,1,-27436320.0,0,0,2,0
3373,31,4.7,22.75,0,2,1,3,210,15,-27466560.0,0,0,2,0
3374,31,4.6,10.5,3,2,0,0,145,3,-27440640.0,0,0,5,1
3375,26,4.6,22.833333333333332,0,3,1,3,85,3,-27475200.0,0,0,1,0
3376,20,3.5,22.5,2,2,1,0,160,14,-27478080.0,0,0,3,0
3377,31,4.5,21.333333333333332,1,3,0,0,120,1,-27453600.0,0,0,0,0
3378,28,4.9,19.833333333333332,3,3,0,0,100,14,-27466560.0,0,0,2,0
3379,25,4.5,22.666666666666668,1,2,0,1,80,15,-27469440.0,0,0,4,0
3380,28,4.1,11.75,0,2,0,3,160,6,-27470880.0,0,0,5,1
3381,39,5.0,17.583333333333332,4,3,0,0,190,0,-27444960.0,0,0,1,0
3383,37,4.0,23.666666666666668,1,2,2,0,160,13,-27455040.0,0,0,1,0
3384,24,4.9,8.833333333333334,5,0,1,0,16,11,-27473760.0,0,0,0,0
3386,27,4.7,9.0,3,2,0,3,105,6,-27449280.0,0,0,4,0
3387,22,4.7,11.666666666666666,3,1,1,3,160,15,-27468000.0,0,0,3,0
3388,27,4.9,18.583333333333332,1,0,0,0,37,4,-27459360.0,0,0,4,0
3389,32,4.3,19.916666666666668,3,3,0,3,260,1,-27459360.0,0,0,4,0
3390,28,4.7,21.916666666666668,1,1,1,1,130,10,-27416160.0,0,0,2,0
3391,20,4.5,8.583333333333334,5,2,0,0,85,10,-27460800.0,0,0,5,1
3394,26,4.8,17.666666666666668,2,2,0,0,75,1,-27443520.0,0,0,0,0
3395,31,4.7,22.416666666666668,3,1,0,0,130,2,-27475200.0,0,0,1,0
3396,20,4.9,19.583333333333332,2,1,0,0,180,3,-27444960.0,0,0,1,0
3397,35,4.4,18.333333333333332,1,1,1,3,195,11,-27486720.0,0,0,2,0
3399,20,4.9,23.666666666666668,3,2,1,3,120,13,-27469440.0,0,0,4,0
3400,27,4.9,8.833333333333334,1,2,1,3,85,5,-27434880.0,0,0,1,0
3402,38,4.4,18.666666666666668,5,1,0,0,165,2,-27453600.0,0,0,0,0
3403,31,4.5,20.416666666666668,2,1,1,0,205,10,-27439200.0,0,0,4,0
3404,21,4.8,19.333333333333332,3,1,0,0,115,13,-27475200.0,0,0,1,0
3405,27,4.6,21.75,2,3,1,0,210,8,-27462240.0,0,0,6,1
3406,24,4.7,18.666666666666668,4,1,0,0,105,1,-27476640.0,0,0,2,0
3407,32,4.1,23.5,3,0,2,3,185,15,-27486720.0,0,0,2,0
3408,29,4.7,22.166666666666668,3,2,1,1,140,5,-27453600.0,0,0,0,0
3409,38,4.7,8.416666666666666,2,0,0,3,125,10,-27452160.0,0,0,6,1
3410,25,4.9,18.25,4,2,0,0,155,12,-27419040.0,0,0,4,0
3411,29,4.5,20.0,5,3,0,0,235,11,-27447840.0,0,0,3,0
3412,28,4.6,19.5,1,3,0,0,145,6,-27463680.0,0,0,0,0
3413,33,4.5,15.583333333333334,3,2,0,0,150,4,-27463680.0,0,0,0,0
3415,28,4.5,14.833333333333334,2,2,0,3,80,4,-27485280.0,0,0,1,0
3416,29,4.8,19.583333333333332,1,1,0,0,130,1,-27482400.0,0,0,6,1
3417,35,5.0,17.333333333333332,5,2,0,0,160,11,-27447840.0,0,0,3,0
3419,38,4.3,19.5,1,1,0,0,200,14,-27466560.0,0,0,2,0
3420,37,3.8,17.166666666666668,3,1,0,0,180,13,-27483840.0,0,0,0,0
3421,30,4.9,22.166666666666668,5,1,2,0,125,8,-27466560.0,0,0,2,0
3422,33,4.0,13.916666666666666,3,1,1,0,160,12,-27437760.0,0,0,3,0
3423,21,4.7,15.583333333333334,1,3,1,0,115,8,-27485280.0,0,0,1,0
3424,37,4.8,17.75,3,1,1,0,145,11,-27457920.0,0,0,3,0
3425,25,4.8,17.333333333333332,0,2,0,0,140,10,-27442080.0,0,0,6,1
3426,35,4.9,22.583333333333332,3,1,0,3,130,10,-27417600.0,0,0,3,0
3428,25,5.0,22.416666666666668,5,1,0,0,130,15,-27453600.0,0,0,0,0
3429,23,4.9,8.416666666666666,2,2,0,0,85,11,-27452160.0,0,0,6,1
3430,26,4.6,8.583333333333334,0,3,1,0,60,11,-27468000.0,0,0,3,0
3431,20,4.0,19.5,5,1,1,0,165,0,-27473760.0,0,0,0,0
3432,21,4.9,22.916666666666668,0,1,0,0,55,5,-27456480.0,0,0,2,0
3433,27,4.8,20.75,5,0,2,0,105,12,-27450720.0,0,0,5,1
3434,38,4.3,17.833333333333332,5,2,0,3,180,13,-27475200.0,0,0,1,0
3435,38,3.6,20.833333333333332,1,0,0,0,155,1,-27416160.0,0,0,2,0
3436,37,4.6,11.333333333333334,2,1,1,3,130,7,-27463680.0,0,0,0,0
3437,21,4.7,18.833333333333332,3,0,0,0,75,5,-27442080.0,0,0,6,1
3439,34,4.6,21.666666666666668,4,2,0,0,225,14,-27413280.0,0,0,0,0
3440,26,4.6,21.166666666666668,1,1,0,0,85,12,-27463680.0,0,0,0,0
3441,31,4.0,18.166666666666668,0,3,0,0,170,14,-27456480.0,0,0,2,0
3442,31,4.0,22.25,0,1,2,0,30,12,-27479520.0,0,0,4,0
3443,25,4.8,20.75,1,2,0,0,70,1,-27408960.0,0,0,4,0
3444,30,4.9,23.833333333333332,1,1,1,0,85,7,-27416160.0,0,0,2,0
3445,28,4.7,20.166666666666668,1,3,1,0,195,11,-27469440.0,0,0,4,0
3446,26,4.7,16.583333333333332,2,1,2,0,60,10,-27476640.0,0,0,2,0
3447,38,4.9,23.333333333333332,3,3,0,0,90,14,-27478080.0,0,0,3,0
3448,31,4.9,9.166666666666666,1,3,1,0,95,1,-27460800.0,0,0,5,1
3449,26,4.8,20.0,5,2,0,0,85,5,-27472320.0,0,0,6,1
3450,37,4.1,17.916666666666668,1,2,0,0,170,8,-27470880.0,0,0,5,1
3451,32,4.1,20.0,5,1,0,0,160,10,-27434880.0,0,0,1,0
3453,35,4.6,21.916666666666668,3,0,1,3,130,3,-27478080.0,0,0,3,0
3454,31,4.6,8.833333333333334,1,2,0,1,100,12,-27468000.0,0,0,3,0
3455,20,4.9,23.833333333333332,4,1,0,0,120,5,-27472320.0,0,0,6,1
3456,21,4.7,17.25,4,1,2,0,85,3,-27485280.0,0,0,1,0
3457,39,4.6,17.666666666666668,2,2,0,0,42,12,-27439200.0,0,0,4,0
3458,30,4.6,21.75,0,2,0,0,225,9,-27410400.0,0,0,5,1
3459,28,4.8,17.416666666666668,1,1,1,0,145,15,-27443520.0,0,0,0,0
3460,35,4.8,8.583333333333334,5,3,0,0,80,9,-27440640.0,0,0,5,1
3461,23,4.8,10.666666666666666,3,2,0,0,115,10,-27414720.0,0,0,1,0
3462,25,4.4,9.333333333333334,1,1,0,3,120,4,-27449280.0,0,0,4,0
3464,24,4.7,17.833333333333332,5,2,0,0,140,2,-27408960.0,0,0,4,0
3465,32,5.0,9.0,5,2,0,3,140,5,-27479520.0,0,0,4,0
3466,22,4.7,20.666666666666668,5,0,2,0,195,2,-27447840.0,0,0,3,0
3467,38,4.8,18.333333333333332,4,2,0,0,145,10,-27443520.0,0,0,0,0
3468,26,4.9,15.0,1,2,0,3,80,9,-27443520.0,0,0,0,0
3469,24,4.6,22.5,2,2,0,0,135,4,-27450720.0,0,0,5,1
3470,21,4.8,13.166666666666666,2,0,0,0,125,10,-27479520.0,0,0,4,0
3471,27,4.8,10.583333333333334,1,3,1,3,95,11,-27437760.0,0,0,3,0
3472,35,4.5,22.333333333333332,4,2,0,0,105,7,-27436320.0,0,0,2,0
3473,36,4.8,8.666666666666666,1,2,1,0,95,5,-27463680.0,0,0,0,0
3474,22,4.6,18.333333333333332,0,1,0,0,75,6,-27457920.0,0,0,3,0
3475,26,4.9,18.333333333333332,1,2,1,3,42,0,-27456480.0,0,0,2,0
3476,36,5.0,22.916666666666668,3,2,0,3,115,9,-27442080.0,0,0,6,1
3477,32,4.9,20.25,5,1,0,0,255,13,-27459360.0,0,0,4,0
3478,29,4.7,19.0,5,0,0,0,145,1,-27410400.0,0,0,5,1
3479,38,4.8,8.333333333333334,0,2,1,0,140,2,-27452160.0,0,0,6,1
3480,33,4.9,20.666666666666668,5,1,0,0,160,12,-27482400.0,0,0,6,1
3481,36,4.9,8.333333333333334,1,3,0,0,130,7,-27482400.0,0,0,6,1
3482,22,4.7,23.333333333333332,0,3,0,1,90,7,-27408960.0,0,0,4,0
3483,26,4.4,23.416666666666668,1,2,1,3,80,3,-27476640.0,0,0,2,0
3484,31,4.8,10.666666666666666,5,2,2,1,110,4,-27476640.0,0,0,2,0
3485,37,4.8,10.75,0,3,1,0,95,1,-27482400.0,0,0,6,1
3486,34,5.0,19.416666666666668,4,3,0,0,200,9,-27436320.0,0,0,2,0
3487,26,4.1,9.166666666666666,1,2,2,0,85,14,-27443520.0,0,0,0,0
3488,35,4.5,22.0,5,2,1,0,140,3,-27450720.0,0,0,5,1
3489,34,4.1,17.333333333333332,0,2,0,0,190,12,-27457920.0,0,0,3,0
3490,22,4.8,18.416666666666668,2,2,1,3,120,0,-27413280.0,0,0,0,0
3491,21,4.7,18.416666666666668,1,1,0,0,25,2,-27437760.0,0,0,3,0
3492,25,4.8,23.916666666666668,0,1,1,0,95,3,-27408960.0,0,0,4,0
3493,24,4.4,21.5,2,2,0,0,200,15,-27450720.0,0,0,5,1
3494,27,5.0,22.166666666666668,4,2,0,0,115,3,-27486720.0,0,0,2,0
3495,33,4.6,19.416666666666668,3,1,0,0,200,15,-27475200.0,0,0,1,0
3496,22,3.1,22.75,5,2,0,0,205,0,-27486720.0,0,0,2,0
3497,24,4.8,12.75,5,2,0,0,120,2,-27470880.0,0,0,5,1
3498,20,4.6,15.583333333333334,2,3,0,0,60,15,-27460800.0,0,0,5,1
3499,26,4.5,19.166666666666668,1,1,1,0,100,15,-27434880.0,0,0,1,0
3500,36,4.6,11.0,4,2,1,0,100,0,-27470880.0,0,0,5,1
3501,32,4.9,22.166666666666668,4,2,0,0,105,3,-27442080.0,0,0,6,1
3502,33,4.8,23.333333333333332,5,1,0,0,150,3,-27410400.0,0,0,5,1
3503,37,4.9,18.666666666666668,1,0,0,0,120,3,-27457920.0,0,0,3,0
3504,36,4.7,17.416666666666668,2,3,0,0,80,7,-27436320.0,0,0,2,0
3505,39,4.6,20.833333333333332,0,1,1,0,205,9,-27475200.0,0,0,1,0
3506,38,4.6,15.416666666666666,0,2,1,0,75,2,-27452160.0,0,0,6,1
3507,23,4.7,20.583333333333332,0,2,0,0,110,15,-27472320.0,0,0,6,1
3508,30,4.7,20.166666666666668,4,2,0,0,44,4,-27468000.0,0,0,3,0
3509,28,4.7,9.0,0,3,0,0,50,9,-27485280.0,0,0,1,0
3510,28,4.9,8.666666666666666,1,0,0,0,80,10,-27440640.0,0,0,5,1
3511,30,4.1,10.166666666666666,4,1,0,0,145,12,-27470880.0,0,0,5,1
3512,34,4.9,17.416666666666668,4,0,0,0,215,14,-27442080.0,0,0,6,1
3513,35,5.0,18.916666666666668,5,3,0,0,170,13,-27457920.0,0,0,3,0
3514,39,4.6,16.916666666666668,0,3,1,3,125,2,-27446400.0,0,0,2,0
3515,38,3.8,21.666666666666668,4,1,1,3,165,12,-27466560.0,0,0,2,0
3516,36,4.6,21.583333333333332,5,1,1,0,225,10,-27466560.0,0,0,2,0
3518,36,4.4,21.416666666666668,5,2,1,0,255,2,-27447840.0,0,0,3,0
3519,37,4.6,10.666666666666666,1,1,1,0,85,2,-27434880.0,0,0,1,0
3520,24,4.8,18.333333333333332,0,1,0,0,130,1,-27447840.0,0,0,3,0
3523,30,4.8,9.333333333333334,2,3,1,0,100,14,-27479520.0,0,0,4,0
3524,20,4.4,17.666666666666668,3,0,0,0,160,12,-27480960.0,0,0,5,1
3525,37,4.8,23.0,4,3,0,0,130,7,-27439200.0,0,0,4,0
3526,30,4.7,23.333333333333332,0,2,0,3,145,15,-27444960.0,0,0,1,0
3527,21,3.7,19.666666666666668,5,3,0,0,250,3,-27479520.0,0,0,4,0
3529,21,4.8,12.333333333333334,5,3,0,0,85,11,-27470880.0,0,0,5,1
3530,20,4.8,11.583333333333334,1,3,0,0,135,11,-27473760.0,0,0,0,0
3531,22,4.7,21.25,3,1,1,3,145,2,-27439200.0,0,0,4,0
3532,36,4.5,20.333333333333332,2,2,0,3,220,15,-27419040.0,0,0,4,0
3533,30,3.8,23.416666666666668,0,2,2,1,175,3,-27410400.0,0,0,5,1
3534,25,4.7,23.416666666666668,4,1,2,3,140,5,-27416160.0,0,0,2,0
3536,38,4.3,9.5,2,2,0,0,120,14,-27449280.0,0,0,4,0
3537,35,4.1,22.833333333333332,0,2,0,0,210,6,-27416160.0,0,0,2,0
3538,24,4.6,17.583333333333332,1,2,0,0,65,13,-27482400.0,0,0,6,1
3539,33,4.9,17.666666666666668,3,3,0,0,135,14,-27457920.0,0,0,3,0
3540,32,4.5,22.583333333333332,3,1,1,1,140,5,-27475200.0,0,0,1,0
3541,20,4.2,18.583333333333332,2,2,0,0,165,9,-27469440.0,0,0,4,0
3542,23,4.6,17.333333333333332,5,2,1,0,100,8,-27478080.0,0,0,3,0
3543,23,4.7,21.333333333333332,1,2,1,0,80,9,-27460800.0,0,0,5,1
3544,39,4.6,18.0,1,2,0,3,185,6,-27413280.0,0,0,0,0
3545,25,5.0,11.25,1,2,1,0,130,14,-27437760.0,0,0,3,0
3546,27,4.1,18.0,4,1,0,0,165,15,-27444960.0,0,0,1,0
3547,33,4.7,9.25,2,2,2,0,120,8,-27452160.0,0,0,6,1
3548,21,4.5,16.666666666666668,1,2,1,0,80,3,-27473760.0,0,0,0,0
3550,29,4.7,20.583333333333332,5,3,1,0,120,1,-27436320.0,0,0,2,0
3551,25,4.6,18.666666666666668,3,1,2,0,125,4,-27466560.0,0,0,2,0
3552,29,4.7,13.333333333333334,4,2,0,0,130,10,-27417600.0,0,0,3,0
3553,34,5.0,22.666666666666668,0,3,1,0,135,7,-27453600.0,0,0,0,0
3554,34,4.6,20.666666666666668,1,1,0,0,210,15,-27472320.0,0,0,6,1
3555,33,5.0,8.916666666666666,5,3,0,0,135,0,-27470880.0,0,0,5,1
3556,27,4.6,18.833333333333332,1,3,0,0,105,0,-27416160.0,0,0,2,0
3557,27,4.7,22.583333333333332,4,2,1,0,60,11,-27452160.0,0,0,6,1
