,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category
5619,37,4.0,23.351058,85.325731,23.461058,85.435731,2022-03-31,20.0,20.166666666666668,2,2,0,0,210,4
5620,26,4.9,17.430448,78.418213,17.540448,78.528213,2022-03-12,19.5,19.583333333333332,5,3,1,0,80,0
5621,22,4.5,17.424114,78.347554,17.484114,78.407554,2022-03-26,23.333333333333332,23.416666666666668,5,1,0,3,115,12
5622,28,4.9,18.520016,73.830547,18.600016,73.910547,2022-03-02,20.25,20.5,0,3,1,0,170,15
5623,37,3.5,11.006686,76.951736,11.076686,77.021736,2022-03-29,21.333333333333332,21.583333333333332,2,0,0,0,205,0
5624,21,4.3,22.725835,75.887648,22.735835,75.897648,2022-03-24,8.5,8.666666666666666,4,3,0,0,85,14
5625,30,4.8,26.849596,75.800512,26.879596,75.830512,2022-03-24,18.416666666666668,18.583333333333332,3,1,0,0,140,8
5626,34,4.2,23.351489,85.324253,23.431489,85.404253,2022-03-08,20.166666666666668,20.333333333333332,1,1,1,0,155,4
5627,30,4.3,15.496162,73.825364,15.576162,73.905364,2022-02-16,21.25,21.5,4,3,2,0,175,9
5628,21,4.9,12.352058,76.60665,12.412058,76.66665,2022-04-05,19.5,19.666666666666668,0,1,0,0,70,9
5629,35,4.0,0.0,0.0,0.09,0.09,2022-03-14,17.666666666666668,17.833333333333332,4,1,1,0,210,1
5630,20,4.5,9.979186,76.317361,10.109186,76.447361,2022-02-12,20.583333333333332,20.75,1,2,0,0,140,12
5631,28,4.7,17.422819,78.449578,17.532819,78.559578,2022-03-12,17.75,17.916666666666668,0,1,0,0,145,5
5632,32,4.2,12.934179,77.615797,13.064179,77.745797,2022-03-27,23.833333333333332,0.08333333333333333,0,1,0,0,190,8
5633,35,4.8,12.972532,77.608179,12.992532,77.628179,2022-03-09,9.75,10.0,1,1,2,0,85,4
5634,26,4.8,23.355164,85.324097,23.365164,85.334097,2022-03-05,8.333333333333334,8.5,4,3,0,0,65,9
5635,21,4.8,23.359033,85.325347,23.419033,85.385347,2022-03-03,17.416666666666668,17.583333333333332,5,1,0,0,100,13
5636,32,5.0,26.956431,75.776649,27.006431,75.826649,2022-03-28,19.25,19.416666666666668,5,0,0,1,215,4
5637,22,4.4,26.956431,75.776649,27.086431,75.906649,2022-03-23,17.166666666666668,17.333333333333332,5,1,2,0,175,4
5638,27,4.2,18.592718,73.773572,18.612718,73.793572,2022-03-03,11.5,11.666666666666666,4,1,1,0,185,7
5639,23,4.9,18.536718,73.830327,18.626718,73.920327,2022-03-04,18.25,18.5,0,3,1,0,120,1
5640,37,4.9,30.328174,78.049117,30.468174,78.189117,2022-02-18,19.916666666666668,20.083333333333332,3,0,2,3,195,14
5641,33,4.6,0.0,0.0,0.09,0.09,2022-03-08,21.833333333333332,22.0,3,2,0,0,180,0
5642,36,4.8,22.538999,88.322337,22.668999,88.452337,2022-02-14,18.25,18.333333333333332,4,2,0,0,145,14
5643,24,4.8,21.186884,72.793616,21.236884,72.843616,2022-03-07,21.166666666666668,21.333333333333332,2,1,2,0,140,9
5644,34,3.5,22.75004,75.902847,22.82004,75.972847,2022-03-27,20.333333333333332,20.5,0,2,2,3,155,0
5645,37,4.7,30.905562,75.832841,30.995562,75.922841,2022-02-12,23.0,23.166666666666668,0,1,1,0,145,1
5646,28,4.5,22.75004,75.902847,22.81004,75.962847,2022-03-01,20.666666666666668,20.833333333333332,4,1,0,1,27,0
5647,29,4.9,23.351058,85.325731,23.381058,85.355731,2022-03-13,19.25,19.416666666666668,2,1,1,0,140,13
5648,34,4.6,22.310237,73.158921,22.360237,73.208921,2022-03-26,20.916666666666668,21.166666666666668,3,2,0,0,165,1
5649,33,4.5,23.333017,85.3172,23.363017,85.3472,2022-03-19,17.833333333333332,17.916666666666668,4,3,0,3,105,15
5650,35,4.8,12.323994,76.626167,12.453994,76.756167,2022-03-02,19.333333333333332,19.5,3,2,1,0,195,6
5651,26,4.8,26.913726,75.75282,26.953726,75.792821,2022-03-05,14.0,14.166666666666666,1,3,0,0,90,5
5652,34,4.2,11.001852,76.976268,11.071852,77.046268,2022-03-10,21.333333333333332,21.416666666666668,4,1,2,0,180,9
5653,30,4.9,22.74806,75.8934,22.80806,75.9534,2022-03-11,20.75,20.916666666666668,2,3,1,0,85,9
5654,32,4.7,11.003669,76.976494,11.053669,77.026494,2022-03-03,17.666666666666668,17.833333333333332,5,3,0,0,85,10
5655,28,4.9,22.727021,75.884167,22.767021,75.924167,2022-03-24,14.166666666666666,14.25,3,3,1,0,50,13
5656,25,4.6,12.975377,77.696664,13.025377,77.746664,2022-03-21,22.25,22.333333333333332,1,2,1,0,90,5
5657,27,4.6,22.732225,75.874765,22.802225,75.944765,2022-03-20,22.583333333333332,22.75,0,2,2,0,130,13
5658,24,4.9,22.761226,75.887522,22.891226,76.017522,2022-03-10,21.0,21.25,4,1,0,0,105,7
5660,31,4.6,19.221315,72.862381,19.291315,72.932381,2022-04-04,23.916666666666668,0.08333333333333333,3,1,1,3,125,2
5661,20,4.9,22.751234,75.88949,22.801234,75.93949,2022-03-07,20.75,20.916666666666668,2,1,0,0,125,13
5662,32,4.9,15.561295,73.749478,15.621295,73.809478,2022-02-13,21.916666666666668,22.0,5,2,1,0,95,15
5663,32,4.1,11.006686,76.951736,11.086686,77.031736,2022-03-04,21.5,21.75,3,1,0,0,185,14
5664,23,5.0,19.176269,72.836721,19.246269,72.906721,2022-03-29,23.0,23.166666666666668,1,2,0,3,65,4
5665,28,4.8,13.066762,80.251865,13.156762,80.341865,2022-03-23,18.5,18.666666666666668,5,1,1,0,90,12
5666,22,4.7,25.451517,81.832616,25.461517,81.842616,2022-02-15,9.5,9.666666666666666,4,0,0,3,60,7
5667,27,5.0,22.569367,88.433187,22.699367,88.563187,2022-02-14,18.75,18.833333333333332,4,0,2,3,26,13
5668,35,4.9,17.433809,78.386744,17.483809,78.436744,2022-03-17,21.0,21.166666666666668,2,3,0,0,105,0
5669,33,4.0,23.264015,77.408236,23.304015,77.448236,2022-02-13,16.583333333333332,16.75,0,1,0,0,165,10
5670,33,4.5,18.546947,73.900626,18.616947,73.970626,2022-03-18,19.0,19.166666666666668,1,1,1,0,130,3
5671,37,4.0,11.008638,76.984311,11.038638,77.014311,2022-03-30,18.333333333333332,18.583333333333332,4,3,0,0,160,5
5672,38,5.0,13.081878,80.248519,13.141878,80.308519,2022-03-30,23.5,23.583333333333332,0,2,0,3,19,4
5673,28,5.0,11.010375,76.95295,11.090375,77.03295,2022-03-25,23.0,23.166666666666668,5,1,0,3,130,8
5674,37,4.0,10.003064,76.307589,10.073064,76.377589,2022-02-14,21.416666666666668,21.666666666666668,2,2,1,0,160,3
5675,37,4.6,19.103249,72.846749,19.113249,72.856749,2022-03-09,8.416666666666666,8.666666666666666,4,1,1,0,95,15
5676,36,4.7,19.091458,72.827808,19.141458,72.877808,2022-03-28,22.0,22.25,4,1,0,0,145,5
5677,31,4.1,23.232537,77.429845,23.312537,77.509845,2022-02-14,19.166666666666668,19.333333333333332,2,3,1,0,190,2
5678,39,4.6,12.933298,77.614293,13.003298,77.684293,2022-03-23,23.416666666666668,23.5,4,1,2,0,135,4
5679,30,4.7,22.745536,75.893106,22.855536,76.003106,2022-03-12,20.75,20.833333333333332,0,1,0,0,185,14
5680,28,4.8,18.51421,73.838429,18.60421,73.928429,2022-03-12,23.583333333333332,23.666666666666668,5,1,1,0,115,3
5681,35,4.6,22.651847,75.881991,22.741847,75.971991,2022-03-08,19.5,19.666666666666668,3,1,1,0,145,12
5682,29,4.3,9.988483,76.295211,9.998483,76.305211,2022-02-13,11.75,11.916666666666666,4,1,0,0,240,14
5683,26,4.5,17.455894,78.375467,17.495894,78.415467,2022-03-13,12.666666666666666,12.75,3,3,0,0,60,6
5684,21,4.8,26.910262,75.783013,26.950262,75.823013,2022-03-19,15.416666666666666,15.583333333333334,0,2,0,0,140,10
5685,34,4.8,11.001753,76.986241,11.061753,77.046241,2022-03-17,20.166666666666668,20.416666666666668,1,0,1,0,170,14
5686,34,4.6,21.157735,72.768778,21.267735,72.878778,2022-03-14,19.333333333333332,19.416666666666668,1,1,0,3,245,9
5687,23,4.8,11.006686,76.951736,11.056686,77.001736,2022-03-17,17.583333333333332,17.75,5,0,1,0,21,14
5688,24,4.6,26.891191,75.802083,26.911191,75.822083,2022-03-26,10.25,10.5,4,3,0,0,95,10
5689,30,4.2,21.160522,72.771477,21.220522,72.831477,2022-03-11,20.5,20.666666666666668,3,3,0,0,170,2
5690,36,4.9,17.41233,78.449654,17.43233,78.469654,2022-03-26,9.25,9.5,4,2,0,3,120,13
5691,36,4.5,22.728163,75.884212,22.788163,75.944212,2022-03-21,22.0,22.166666666666668,4,2,1,0,90,7
5692,20,4.6,12.978453,77.643685,13.048453,77.713685,2022-04-02,19.25,19.333333333333332,1,1,1,0,28,5
5693,33,4.7,21.160522,72.771477,21.250522,72.861477,2022-03-04,18.416666666666668,18.583333333333332,5,2,0,0,120,12
5694,39,4.9,18.536562,73.896485,18.626562,73.986485,2022-03-31,19.916666666666668,20.0,1,2,1,0,85,0
5695,21,4.9,25.450377,81.834236,25.520377,81.904236,2022-02-14,21.5,21.75,1,0,0,0,175,11
5696,39,5.0,12.914264,77.6784,12.974264,77.7384,2022-03-13,20.5,20.75,3,2,0,0,170,15
5697,32,4.2,18.563934,73.915367,18.673935,74.025367,2022-03-06,20.416666666666668,20.666666666666668,2,1,0,0,210,1
5698,31,4.6,12.933298,77.614293,13.063298,77.744293,2022-03-10,20.25,20.416666666666668,0,1,0,0,90,1
5699,30,4.6,27.165108,78.015053,27.225108,78.075053,2022-02-17,18.416666666666668,18.666666666666668,0,3,1,3,145,10
5700,27,4.8,15.576683,73.75575,15.626683,73.80575,2022-02-17,22.666666666666668,22.916666666666668,5,3,0,0,85,3
5701,36,4.8,22.695207,75.866059,22.705207,75.876059,2022-03-24,11.666666666666666,11.916666666666666,4,1,0,0,190,4
5702,25,5.0,0.0,0.0,0.09,0.09,2022-03-20,20.833333333333332,20.916666666666668,3,3,0,0,205,11
5703,30,4.8,21.160522,72.771477,21.200522,72.811477,2022-03-28,14.0,14.166666666666666,3,0,0,0,150,12
5704,22,4.8,26.88842,75.800689,26.99842,75.910689,2022-03-10,18.416666666666668,18.583333333333332,3,1,0,0,95,1
5705,21,4.7,26.913483,75.803139,26.963483,75.853139,2022-03-19,18.416666666666668,18.583333333333332,3,2,0,3,140,7
5706,24,4.9,12.323994,76.626167,12.343994,76.646167,2022-03-17,9.5,9.583333333333334,0,3,0,0,70,7
5707,28,5.0,25.451646,81.832796,25.531646,81.912796,2022-02-16,22.666666666666668,22.916666666666668,0,3,0,0,130,3
5708,24,4.9,12.979096,77.640625,13.029096,77.690625,2022-03-21,19.5,19.583333333333332,1,2,0,1,25,4
5709,31,4.6,17.411028,78.329645,17.481028,78.399645,2022-03-12,23.916666666666668,0.16666666666666666,1,2,0,0,130,11
5710,29,5.0,26.483672,80.320708,26.553672,80.390708,2022-02-18,23.0,23.083333333333332,3,1,0,3,130,10
5711,31,5.0,12.972532,77.608179,12.982532,77.618179,2022-03-17,12.0,12.25,3,0,0,0,180,1
5712,22,4.6,12.913041,77.683237,12.923041,77.693237,2022-03-07,10.166666666666666,10.333333333333334,1,1,0,3,65,2
5713,37,4.3,17.431668,78.408321,17.501668,78.478321,2022-03-04,19.5,19.583333333333332,4,3,0,0,190,6
5714,39,4.8,18.994237,72.825553,19.064237,72.895553,2022-03-20,21.0,21.25,5,2,0,0,220,6
5715,25,4.9,18.554382,73.798206,18.584382,73.828206,2022-03-21,18.583333333333332,18.833333333333332,3,3,2,0,50,12
5716,22,4.8,22.311603,73.165012,22.391603,73.245012,2022-04-02,19.0,19.083333333333332,3,2,0,0,120,0
5717,28,3.9,19.120083,72.907385,19.150083,72.937385,2022-03-21,21.166666666666668,21.416666666666668,4,0,0,1,205,5
5718,32,4.8,13.064181,80.236442,13.194181,80.366442,2022-03-31,17.5,17.583333333333332,1,3,0,0,235,2
5719,30,4.1,12.933284,77.615428,12.943284,77.625428,2022-03-15,11.75,12.0,0,3,2,0,200,0
5720,29,4.7,22.308096,73.167753,22.388096,73.247753,2022-03-12,20.583333333333332,20.833333333333332,0,1,0,0,195,11
5721,23,4.5,17.455894,78.375467,17.465894,78.385467,2022-03-05,8.333333333333334,8.5,0,3,0,0,145,14
5722,39,4.8,0.0,0.0,0.13,0.13,2022-02-16,18.833333333333332,19.0,4,2,2,3,205,11
5723,37,4.9,12.321214,76.621094,12.361214,76.661094,2022-03-21,15.75,15.916666666666666,4,1,1,3,85,13
5724,32,4.7,12.972532,77.608179,12.982532,77.618179,2022-03-07,10.166666666666666,10.333333333333334,2,3,1,0,80,8
5725,30,4.5,12.914264,77.6784,13.004264,77.7684,2022-03-14,23.416666666666668,23.666666666666668,3,1,0,0,155,0
5726,26,4.6,12.979096,77.640625,13.039096,77.700625,2022-03-24,21.5,21.666666666666668,2,1,0,0,50,1
5727,21,4.7,17.450851,78.379347,17.490851,78.419347,2022-03-13,13.416666666666666,13.666666666666666,0,2,0,3,90,14
5728,29,4.3,19.055831,72.833984,19.135831,72.913984,2022-03-29,22.0,22.25,5,3,0,0,165,2
5729,38,4.8,0.0,0.0,0.09,0.09,2022-02-12,17.916666666666668,18.166666666666668,4,2,1,0,195,4
5730,35,4.7,19.12663,72.829976,19.13663,72.839976,2022-03-30,9.416666666666666,9.666666666666666,1,2,0,3,135,15
5731,22,4.8,21.157735,72.768778,21.247735,72.858778,2022-03-25,17.583333333333332,17.833333333333332,5,2,2,0,115,8
5732,27,4.4,18.51421,73.838429,18.52421,73.848429,2022-03-15,10.583333333333334,10.833333333333334,2,2,1,0,145,5
5733,24,5.0,12.98041,77.640489,13.02041,77.680489,2022-03-15,12.333333333333334,12.583333333333334,5,2,0,0,15,14
5734,23,4.7,17.451976,78.385883,17.521976,78.455883,2022-03-31,17.916666666666668,18.166666666666668,0,2,0,0,205,10
5735,23,4.9,18.533811,73.899315,18.603811,73.969315,2022-03-16,17.833333333333332,18.0,5,1,0,0,150,8
5736,33,4.9,0.0,0.0,0.05,0.05,2022-02-15,19.75,19.916666666666668,4,1,1,0,185,10
5737,39,4.8,12.939496,77.625999,12.989496,77.675999,2022-03-28,17.916666666666668,18.166666666666668,2,2,1,0,95,13
5738,22,3.3,17.424114,78.347554,17.494114,78.417554,2022-03-31,22.416666666666668,22.666666666666668,3,3,0,0,155,6
5739,24,4.5,21.175975,72.795503,21.225975,72.845503,2022-03-24,19.166666666666668,19.25,5,2,0,3,85,8
5740,34,4.0,12.935662,77.61413,12.965662,77.64413,2022-03-11,17.583333333333332,17.833333333333332,2,2,1,0,155,0
5741,33,4.7,26.956431,75.776649,27.036431,75.856649,2022-03-02,21.666666666666668,21.833333333333332,5,3,0,0,265,5
5742,20,4.7,17.450851,78.379347,17.500851,78.429347,2022-03-19,21.583333333333332,21.75,2,1,0,3,165,13
5743,31,4.4,0.0,0.0,0.11,0.11,2022-03-16,23.583333333333332,23.666666666666668,1,1,0,0,185,9
5744,38,4.7,0.0,0.0,0.07,0.07,2022-04-02,17.75,17.916666666666668,1,3,1,0,225,13
5745,36,4.9,11.022298,76.998349,11.152298,77.128349,2022-04-02,23.333333333333332,23.5,4,2,1,0,115,7
5746,20,4.8,11.022477,76.995667,11.112477,77.085667,2022-04-02,23.833333333333332,0.0,0,2,0,0,100,10
5747,21,4.6,-9.966783,76.242981,10.016783,76.292981,2022-02-17,23.166666666666668,23.333333333333332,5,1,1,0,70,15
5748,25,4.5,17.433809,78.386744,17.453809,78.406744,2022-03-01,8.833333333333334,9.083333333333334,3,1,0,3,15,0
5749,31,4.2,13.045479,80.23311,13.055479,80.24311,2022-03-01,9.666666666666666,9.75,3,1,0,0,165,12
5750,37,4.8,26.902328,75.794257,26.932328,75.824257,2022-04-01,22.916666666666668,23.083333333333332,0,2,0,0,145,12
5751,29,4.6,26.956431,75.776649,27.066431,75.886649,2022-03-25,19.333333333333332,19.583333333333332,0,0,1,0,170,2
5752,28,5.0,11.025083,77.015393,11.055083,77.045393,2022-03-28,20.166666666666668,20.333333333333332,0,2,0,0,90,11
5753,24,4.7,27.160832,78.011608,27.290832,78.141608,2022-02-16,23.0,23.25,0,3,1,3,70,2
5754,24,4.5,21.157735,72.768778,21.267735,72.878778,2022-03-02,17.166666666666668,17.416666666666668,4,1,0,3,80,6
5755,37,4.7,13.022394,80.242439,13.132394,80.352439,2022-03-27,22.25,22.333333333333332,0,3,1,0,100,7
5756,37,4.9,11.025083,77.015393,11.155083,77.145393,2022-03-25,22.25,22.5,0,2,1,0,125,4
5757,29,4.6,18.539299,73.897902,18.569299,73.927902,2022-03-11,17.166666666666668,17.416666666666668,0,1,0,3,17,1
5758,29,4.8,22.651847,75.881991,22.681847,75.911991,2022-03-05,20.75,21.0,2,3,1,0,60,5
5759,20,4.4,22.732225,75.874765,22.802225,75.944765,2022-03-29,20.416666666666668,20.583333333333332,0,0,0,0,215,1
5760,23,4.7,26.911378,75.789034,26.941378,75.819034,2022-03-11,17.166666666666668,17.25,2,2,0,0,70,12
5761,22,4.8,22.311844,73.165081,22.331844,73.185081,2022-03-07,9.75,10.0,0,1,1,0,95,8
5762,24,4.9,12.3085,76.665808,12.3185,76.675808,2022-04-03,8.25,8.416666666666666,1,1,1,0,115,4
5763,39,3.9,22.577821,88.400581,22.657821,88.480581,2022-02-16,19.416666666666668,19.5,1,3,1,0,155,13
5764,24,5.0,11.000762,76.981876,11.060762,77.041876,2022-03-26,21.166666666666668,21.25,4,1,0,0,65,7
5765,27,4.5,11.024839,77.007003,11.154839,77.137003,2022-03-04,21.333333333333332,21.5,5,2,0,0,75,0
5766,35,5.0,0.0,0.0,0.05,0.05,2022-03-15,22.833333333333332,23.0,1,3,1,3,80,15
5767,23,4.7,17.41233,78.449654,17.42233,78.459654,2022-03-21,11.666666666666666,11.75,1,1,0,0,150,3
5768,23,4.6,12.337928,76.617889,12.357928,76.637889,2022-03-17,10.25,10.5,0,0,1,3,60,10
5769,21,4.7,12.933284,77.615428,13.043284,77.725428,2022-03-10,18.5,18.583333333333332,3,1,1,3,155,2
5770,36,4.6,22.310329,73.169083,22.340329,73.199083,2022-03-01,21.0,21.083333333333332,1,1,1,3,105,0
5771,32,4.1,18.554382,73.798206,18.684382,73.928206,2022-04-06,17.666666666666668,17.75,0,1,0,0,195,12
5772,30,4.6,13.054347,80.257221,13.114347,80.317221,2022-03-19,0.0,0.08333333333333333,3,2,0,3,85,8
5773,23,4.1,22.308096,73.167753,22.388096,73.247753,2022-03-08,19.833333333333332,20.083333333333332,4,2,0,0,160,12
5774,34,4.9,22.32,73.17,22.39,73.24,2022-04-04,18.916666666666668,19.0,1,3,0,0,22,4
5775,29,4.7,12.975996,80.221898,12.985996,80.231898,2022-03-24,11.833333333333334,12.083333333333334,0,2,1,0,140,3
5776,34,4.5,18.520016,73.830547,18.580016,73.890547,2022-03-13,22.666666666666668,22.833333333333332,0,1,2,0,145,2
5777,26,4.2,12.913041,77.683237,13.003041,77.773237,2022-03-14,19.5,19.583333333333332,4,3,1,0,155,3
5778,25,4.2,19.176269,72.836721,19.286269,72.946721,2022-03-08,21.666666666666668,21.75,5,1,0,0,215,14
5779,36,4.2,23.214294,77.435361,23.294294,77.515361,2022-02-18,17.833333333333332,17.916666666666668,0,3,1,3,190,6
5780,26,4.6,23.354422,85.3329,23.434422,85.4129,2022-03-10,20.333333333333332,20.583333333333332,3,2,0,0,110,5
5781,32,4.7,18.539299,73.897902,18.669299,74.027902,2022-03-18,22.916666666666668,23.0,4,1,0,0,135,2
5782,39,4.8,-19.878028,75.317475,19.918028,75.357475,2022-02-15,17.0,17.25,1,1,0,0,85,6
5783,37,4.6,18.546258,73.904337,18.596258,73.954337,2022-03-09,21.666666666666668,21.833333333333332,0,3,2,3,170,4
5784,21,4.7,18.546947,73.900626,18.566947,73.920626,2022-03-09,11.416666666666666,11.5,3,1,0,0,110,15
5785,34,4.6,19.131141,72.813074,19.16114,72.843074,2022-03-17,19.916666666666668,20.083333333333332,3,2,0,0,130,2
5786,27,4.8,12.323994,76.626167,12.353994,76.656167,2022-03-21,21.75,21.833333333333332,1,1,0,0,120,6
5787,23,4.5,25.450377,81.834236,25.530377,81.914236,2022-02-16,21.0,21.166666666666668,3,3,0,0,180,1
5788,29,4.8,22.538999,88.322337,22.608999,88.392336,2022-02-14,22.916666666666668,23.0,4,0,0,0,80,14
5789,37,4.8,11.006686,76.951736,11.086686,77.031736,2022-03-25,23.5,23.75,1,0,0,0,100,7
5790,20,4.5,13.091809,80.219104,13.201809,80.329104,2022-03-31,18.333333333333332,18.5,1,3,1,0,145,7
5791,38,4.5,15.56155,73.749092,15.64155,73.829092,2022-02-12,23.583333333333332,23.75,5,1,0,0,125,0
5792,30,4.9,17.426228,78.407495,17.456228,78.437495,2022-04-05,19.5,19.666666666666668,5,0,0,0,190,6
5793,30,4.6,12.299524,76.64262,12.339524,76.68262,2022-04-01,15.583333333333334,15.75,4,2,0,0,100,11
5794,34,4.6,17.483216,78.552111,17.573216,78.642111,2022-03-16,20.583333333333332,20.833333333333332,2,1,0,0,195,15
5795,38,4.6,22.311844,73.165081,22.371844,73.225081,2022-03-13,18.333333333333332,18.583333333333332,0,3,0,0,75,5
5796,38,4.1,15.556561,73.763633,15.566561,73.773633,2022-02-17,9.166666666666666,9.333333333333334,2,3,0,0,33,2
5797,22,4.8,12.304569,76.643622,12.364569,76.703622,2022-03-26,21.583333333333332,21.833333333333332,3,3,0,3,95,3
5798,23,4.5,12.284747,76.625861,12.334747,76.675861,2022-03-30,21.833333333333332,22.0,3,2,0,1,105,15
5799,24,4.9,11.000762,76.981876,11.090762,77.071876,2022-03-12,19.0,19.083333333333332,3,1,1,0,195,10
5800,35,4.7,26.90294,75.793007,26.98294,75.873007,2022-03-29,22.0,22.25,5,1,1,0,180,9
5801,36,4.2,26.914142,75.805704,26.924142,75.815704,2022-03-24,8.416666666666666,8.666666666666666,5,3,0,0,110,11
5802,32,4.6,22.514119,88.362504,22.574119,88.422504,2022-02-11,20.75,20.833333333333332,3,3,0,0,180,13
5803,38,4.4,18.55144,73.804855,18.60144,73.854855,2022-03-21,19.0,19.166666666666668,4,1,0,0,190,1
5804,25,3.7,17.410371,78.437225,17.450371,78.477225,2022-03-15,13.166666666666666,13.333333333333334,2,1,1,0,220,7
5805,30,4.4,18.592718,73.773572,18.612718,73.793572,2022-03-11,11.5,11.583333333333334,4,1,1,0,180,5
5806,35,4.4,23.359033,85.325347,23.449033,85.415347,2022-03-23,18.583333333333332,18.666666666666668,3,3,0,0,180,2
5807,24,4.1,12.914264,77.6784,13.024264,77.7884,2022-03-04,20.833333333333332,20.916666666666668,2,0,1,0,180,12
5808,33,4.7,23.266261,77.379605,23.306261,77.419605,2022-02-15,12.5,12.583333333333334,3,2,1,1,165,2
5809,34,3.3,30.362686,78.06889,30.492686,78.19889,2022-02-14,22.833333333333332,23.0,2,0,0,3,160,12
5810,32,4.4,11.02091,76.940432,11.09091,77.010432,2022-03-29,19.5,19.75,0,2,0,3,250,6
5811,30,4.3,12.913041,77.683237,13.003041,77.773237,2022-03-06,17.333333333333332,17.416666666666668,4,2,0,0,36,14
5812,35,4.1,17.431477,78.40035,17.471477,78.44035,2022-03-21,16.75,16.916666666666668,3,1,2,0,185,4
5813,37,4.6,22.725835,75.887648,22.855835,76.017648,2022-03-02,17.833333333333332,18.0,1,2,0,3,165,5
5814,38,4.7,26.766536,75.837333,26.846536,75.917333,2022-03-14,23.833333333333332,23.916666666666668,4,3,0,0,120,13
5815,30,4.4,18.520016,73.830547,18.630016,73.940547,2022-03-27,19.75,19.833333333333332,2,0,1,0,200,8
5816,24,4.8,26.846156,75.8023,26.976156,75.9323,2022-03-18,20.166666666666668,20.416666666666668,1,2,0,0,130,3
5817,23,4.7,18.536718,73.830327,18.566719,73.860327,2022-03-28,17.666666666666668,17.75,5,1,0,0,135,8
5818,31,4.6,30.332735,78.054222,30.462735,78.184222,2022-02-16,17.25,17.5,2,0,0,0,120,3
5819,20,5.0,26.911378,75.789034,26.991378,75.869034,2022-03-08,21.916666666666668,22.0,3,1,1,0,70,4
5820,32,4.7,26.88842,75.800689,26.94842,75.860689,2022-03-21,21.916666666666668,22.083333333333332,4,1,2,0,135,5
5821,31,4.5,17.429585,78.392621,17.459585,78.422621,2022-04-05,20.833333333333332,21.083333333333332,3,3,1,3,16,5
5822,32,4.8,0.0,0.0,0.04,0.04,2022-03-26,15.5,15.75,4,2,1,0,140,11
5823,34,4.0,21.175104,72.804342,21.215104,72.844342,2022-03-09,12.25,12.333333333333334,1,2,1,0,160,11
5824,20,4.8,11.026117,76.944652,11.116117,77.034652,2022-03-25,22.916666666666668,23.083333333333332,2,1,2,0,75,6
5825,29,4.9,13.005801,80.250744,13.015801,80.260744,2022-03-07,11.916666666666666,12.166666666666666,1,2,1,3,105,14
5826,37,4.8,22.308096,73.167753,22.318096,73.177753,2022-03-26,8.166666666666666,8.333333333333334,3,1,1,0,85,1
5827,29,2.9,19.120083,72.907385,19.250083,73.037385,2022-03-18,23.916666666666668,0.0,1,2,0,3,215,5
5828,20,4.8,17.410371,78.437225,17.490371,78.517225,2022-04-04,20.916666666666668,21.0,0,3,1,0,140,6
5829,37,4.9,12.284747,76.625861,12.304747,76.645861,2022-03-07,8.75,8.916666666666666,1,3,1,0,25,2
5830,33,4.7,17.410371,78.437225,17.540371,78.567225,2022-03-02,17.25,17.416666666666668,1,1,0,0,90,3
5831,38,4.0,30.885814,75.786976,30.925814,75.826976,2022-02-13,13.416666666666666,13.5,2,1,0,3,155,0
5832,24,4.8,21.149569,72.772697,21.259569,72.882697,2022-03-08,22.833333333333332,23.083333333333332,0,2,0,3,120,9
5833,27,4.7,26.846156,75.8023,26.976156,75.9323,2022-03-27,21.916666666666668,22.166666666666668,0,1,0,2,135,0
5834,28,4.8,26.911378,75.789034,26.951378,75.829034,2022-04-05,12.916666666666666,13.166666666666666,4,3,0,3,90,9
5835,24,4.6,17.428294,78.404423,17.458294,78.434423,2022-04-05,19.25,19.333333333333332,4,1,0,0,120,10
5836,20,4.6,17.455894,78.375467,17.535894,78.455467,2022-04-02,21.833333333333332,21.916666666666668,1,2,1,0,20,10
5837,35,3.5,17.450851,78.379347,17.560851,78.489347,2022-03-29,17.833333333333332,18.0,0,3,0,0,37,12
5838,30,4.8,11.022477,76.995667,11.032477,77.005667,2022-04-01,9.25,9.333333333333334,4,1,1,3,50,14
5839,39,4.1,13.091809,80.219104,13.181809,80.309104,2022-03-12,23.583333333333332,23.666666666666668,1,2,0,3,170,12
5840,33,3.8,18.520016,73.830547,18.590016,73.900547,2022-03-20,21.916666666666668,22.166666666666668,3,0,0,0,165,4
5841,21,4.7,26.463504,80.372929,26.483504,80.392929,2022-02-17,10.583333333333334,10.666666666666666,0,1,0,0,55,9
5842,37,3.6,26.483672,80.320708,26.623672,80.460708,2022-02-12,20.5,20.666666666666668,2,3,1,3,205,8
5843,36,4.6,-9.970717,76.285447,10.030717,76.345447,2022-02-13,22.333333333333332,22.583333333333332,1,1,1,3,29,7
5844,33,4.8,18.593481,73.785901,18.723481,73.915901,2022-03-20,17.333333333333332,17.416666666666668,0,2,0,0,170,8
5845,22,4.5,17.458998,78.500366,17.498998,78.540366,2022-03-26,15.5,15.666666666666666,3,2,0,0,75,9
5846,38,4.7,21.149834,72.778666,21.259834,72.888666,2022-03-08,20.916666666666668,21.0,1,2,0,0,215,8
